Title,Level,Organization,Organization_Link,Rating,Rating count,Course type,Skills,Courses,Courses_Link,Instructors,links
Introduction to Finance and Accounting | Coursera,Beginner level,University of Pennsylvania,https://www.coursera.org/partners/penn,4.4,"2,502",specialization,"Accounting, Equities, Business Valuation, Financial Statement Analysis, Financial Modeling, Cash Flows, Financial Reporting, Balance Sheet, Financial Statements, Bookkeeping, Accrual Accounting, Working Capital","Fundamentals of Finance, Introduction to Corporate Finance, Introduction to Financial Accounting, More Introduction to Financial Accounting","https://www.coursera.org/learn/finance-fundamentals?specialization=finance-accounting, https://www.coursera.org/learn/wharton-finance?specialization=finance-accounting, https://www.coursera.org/learn/wharton-accounting?specialization=finance-accounting, https://www.coursera.org/learn/wharton-financial-accounting?specialization=finance-accounting","Michael R Roberts, Brian J Bushee, Jessica Wachter, , , ","https://www.coursera.org/instructor/michaelroberts, https://www.coursera.org/instructor/~1937011, https://www.coursera.org/instructor/jwachter, https://www.coursera.org/instructor/michaelroberts, https://www.coursera.org/instructor/~1937011, https://www.coursera.org/instructor/jwachter"
Android App Development Specialization [5 courses] (Vanderbilt University) | Coursera,Beginner level,Vanderbilt University,https://www.coursera.org/partners/vanderbilt,4.5,"2,896",specialization,"Test Automation, Integration Testing, Android Studio, JUnit, Git (Version Control System), Maintainability, Java Programming, Software Design Patterns, Software Design, Object Oriented Programming (OOP), Testability, Java","Java for Android, Android App Components - Intents, Activities, and Broadcast Receivers, Android App Components - Services, Local IPC, and Content Providers, Engineering Maintainable Android Apps, Capstone MOOC for ""Android App Development""","https://www.coursera.org/learn/java-for-android?specialization=android-app-development, https://www.coursera.org/learn/androidapps?specialization=android-app-development, https://www.coursera.org/learn/androidapps-2?specialization=android-app-development, https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development, https://www.coursera.org/learn/aadcapstone?specialization=android-app-development","Dr. Jules White, Dr. Douglas C. Schmidt, Dr. Jerry Roth, Michael Walker, Dr. Julie L. Johnson, , , , , ","https://www.coursera.org/instructor/juleswhite, https://www.coursera.org/instructor/douglasschmidt, https://www.coursera.org/instructor/~15522669, https://www.coursera.org/instructor/~2851010, https://www.coursera.org/instructor/~529969, https://www.coursera.org/instructor/douglasschmidt, https://www.coursera.org/instructor/~15522669, https://www.coursera.org/instructor/~2851010, https://www.coursera.org/instructor/juleswhite, https://www.coursera.org/instructor/~529969"
Leverage Data Science for a More Agile Supply Chain Specialization [3 courses] (UC Davis) | Coursera,Intermediate level,"University of California, Irvine",https://www.coursera.org/partners/uci,4.5,332,specialization,"Inventory Management System, Production Planning, Supply Chain Management, Process Optimization, Demand Planning, Capacity Management, Inventory and Warehousing, Data-Driven Decision-Making, Performance Measurement, Supply Chain, Resource Allocation, Customer Demand Planning","Supply Chain Planning, Inventory Management, Supply Chain Optimization","https://www.coursera.org/learn/supply-chain-planning?specialization=leverage-data-science-agile-supply-chain, https://www.coursera.org/learn/inventory-management?specialization=leverage-data-science-agile-supply-chain, https://www.coursera.org/learn/supply-chain-optimization?specialization=leverage-data-science-agile-supply-chain",Instructor: Paul Jan,https://www.coursera.org/instructor/pauljan
Key Technologies for Business | Coursera,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.8,"1,664",specialization,"Cloud Hosting, Data Analysis, Content Creation, Natural Language Processing, Responsible AI, Business Intelligence, Cloud Computing, Data Science, Cloud Security, Big Data, Data Mining, Data Literacy","Introduction to Cloud Computing, Introduction to Artificial Intelligence (AI), What is Data Science?","https://www.coursera.org/learn/introduction-to-cloud?specialization=key-technologies-for-business, https://www.coursera.org/learn/introduction-to-ai?specialization=key-technologies-for-business, https://www.coursera.org/learn/what-is-datascience?specialization=key-technologies-for-business","Alex Aklson, Rav Ahuja, , ","https://www.coursera.org/instructor/alexaklson, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/alexaklson, https://www.coursera.org/instructor/ravahuja"
IBM Data Management Professional Certificate | Coursera,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.8,224,professional-certificates,"Excel Formulas, Data Governance, SQL, MySQL, Databases, Business Intelligence, Data Storytelling, Exploratory Data Analysis, Data Visualization, Data Migration, Data Warehousing, Database Design","Introduction to Data Engineering, Excel Basics for Data Analysis, Statistical Analysis Fundamentals using Excel, Data Visualization and Dashboards with Excel and Cognos, Introduction to Relational Databases (RDBMS), SQL: A Practical Introduction for Querying Databases, Data Warehouse Fundamentals, Getting Started with Tableau, Data Integration, Data Storage, & Data Migration, Data Privacy, Security, Governance, Risk and Compliance, Data Management Capstone Project, Practice Test for CompTIA Data+ Certification","https://www.coursera.org/learn/introduction-to-data-engineering?specialization=ibm-data-manager, https://www.coursera.org/learn/excel-basics-data-analysis-ibm?specialization=ibm-data-manager, https://www.coursera.org/learn/statistics-fundamentals-using-excel?specialization=ibm-data-manager, https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos?specialization=ibm-data-manager, https://www.coursera.org/learn/introduction-to-relational-databases?specialization=ibm-data-manager, https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases?specialization=ibm-data-manager, https://www.coursera.org/learn/data-warehouse-fundamentals?specialization=ibm-data-manager, https://www.coursera.org/learn/getting-started-with-tableau?specialization=ibm-data-manager, https://www.coursera.org/learn/data-integration-storage-migration-strategies?specialization=ibm-data-manager, https://www.coursera.org/learn/data-privacy-security-governance-risk-and-compliance?specialization=ibm-data-manager, https://www.coursera.org/learn/data-management-capstone-project?specialization=ibm-data-manager, https://www.coursera.org/learn/practice-test-for-comptia-data-certification?specialization=ibm-data-manager","IBM Skills Network Team, Dr. Pooja, SkillUp, Murtaza Haider, Rav Ahuja, Sandip Saha Joy, Priya Kapoor, Steve Ryan, Kevin McFaul, Ramesh Sannareddy, , , , , , , , , , ","https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/~125758299, https://www.coursera.org/instructor/skillup, https://www.coursera.org/instructor/~1527904, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/sandipsahajoy, https://www.coursera.org/instructor/~40198437, https://www.coursera.org/instructor/stever, https://www.coursera.org/instructor/~74013819, https://www.coursera.org/instructor/~75088416, https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/~125758299, https://www.coursera.org/instructor/skillup, https://www.coursera.org/instructor/~1527904, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/sandipsahajoy, https://www.coursera.org/instructor/~40198437, https://www.coursera.org/instructor/stever, https://www.coursera.org/instructor/~74013819, https://www.coursera.org/instructor/~75088416"
Essentials of Corporate Finance Specialization [5 courses] (UoM) | Coursera,Intermediate level,The University of Melbourne,https://www.coursera.org/partners/unimelb,4.7,"1,319",specialization,"Investments, Accounting, Capital Markets, Business Valuation, Financial Statement Analysis, Mergers & Acquisitions, Financial Modeling, Financial Reporting, International Finance, Balance Sheet, Financial Statements, Financial Data","The Language and Tools of Financial Analysis, The Role of Global Capital Markets, Corporate Financial Decision-Making for Value Creation, Alternative Approaches to Valuation and Investment, Essentials of Corporate Finance Capstone","https://www.coursera.org/learn/financial-analysis?specialization=learn-finance, https://www.coursera.org/learn/capital-markets?specialization=learn-finance, https://www.coursera.org/learn/value-creation?specialization=learn-finance, https://www.coursera.org/learn/valuation?specialization=learn-finance, https://www.coursera.org/learn/financial-analysis-project?specialization=learn-finance","Sean Pinder, Paul Kofman","https://www.coursera.org/instructor/spinder, https://www.coursera.org/instructor/pkofman"
Confident RPA UiPath Developer - Build 8 Projects | Coursera,Intermediate level,Packt,https://www.coursera.org/partners/packt,,,specialization,Robotic Process Automation,"Introduction to RPA, UiPath, and Initial Projects, Intermediate Projects and Advanced UiPath Concepts, Advanced UiPath, Orchestrator, and Mock Interviews","https://www.coursera.org/learn/packt-introduction-to-rpa-uipath-and-initial-projects-byehy?specialization=packt-confident-rpa-uipath-developer-build-8-projects, https://www.coursera.org/learn/packt-intermediate-projects-and-advanced-uipath-concepts-cr2hb?specialization=packt-confident-rpa-uipath-developer-build-8-projects, https://www.coursera.org/learn/packt-advanced-uipath-orchestrator-and-mock-interviews-ax2ar?specialization=packt-confident-rpa-uipath-developer-build-8-projects",Instructor: Packt - Course Instructors,https://www.coursera.org/instructor/~158375127
Big Data Processing Using Hadoop | Coursera,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,,,specialization,"Performance Tuning, Analytics, SQL, Data Science, Apache Hadoop, Apache Hive, Data Structures, Big Data, Data Processing, Scripting Languages, Query Languages, NoSQL","Big Data and Hadoop Foundations and Setup, HDFS Architecture and Programming, YARN MapReduce Architecture and Advanced Programming, Data Analysis Using Hadoop Tools","https://www.coursera.org/learn/big-data-and-hadoop-foundations-and-setup?specialization=big-data-processing-using-hadoop, https://www.coursera.org/learn/hdfs-architecture-and-programming?specialization=big-data-processing-using-hadoop, https://www.coursera.org/learn/yarn-mapreduce-architecture-and-advanced-programming?specialization=big-data-processing-using-hadoop, https://www.coursera.org/learn/data-analysis-using-hadoop-tools?specialization=big-data-processing-using-hadoop",Instructor: Karthik Shyamsunder,https://www.coursera.org/instructor/~163704119
Web Applications for Everybody | Coursera,Intermediate level,University of Michigan,https://www.coursera.org/partners/umich,4.8,"6,041",specialization,"Javascript, SQL, MySQL, JSON, Databases, Javascript and jQuery, Database Development, Database Design, Database Application, Debugging, Data Modeling, Relational Databases","Building Web Applications in PHP, Introduction to Structured Query Language (SQL), Building Database Applications in PHP, JavaScript, jQuery, and JSON","https://www.coursera.org/learn/web-applications-php?specialization=web-applications, https://www.coursera.org/learn/intro-sql?specialization=web-applications, https://www.coursera.org/learn/database-applications-php?specialization=web-applications, https://www.coursera.org/learn/javascript-jquery-json?specialization=web-applications",Instructor: Charles Russell Severance,https://www.coursera.org/instructor/drchuck
Microeconomics Principles | Coursera,Beginner level,University of Illinois Urbana-Champaign,https://www.coursera.org/partners/illinois,4.8,156,specialization,"Environmental Issue, Market Dynamics, Cost Benefit Analysis, Business Strategy, Price Negotiation, Supply And Demand, Socioeconomics, Consumer Behaviour, Business Economics, Competitive Analysis, Economics, Policy, and Social Studies, Business Operations","Microeconomics Principles, Market Equilibrium, Government Policy & Elasticity, The Theory of the Firm, Public Goods, Common Resources, and Externalities","https://www.coursera.org/learn/microeconomics?specialization=microeconomics-principles, https://www.coursera.org/learn/market-equilibrium-government-policies-and-elasticity?specialization=microeconomics-principles, https://www.coursera.org/learn/production-costs-market-power-competition?specialization=microeconomics-principles, https://www.coursera.org/learn/public-goods-common-resources-and-externalities?specialization=microeconomics-principles",Instructor: Dr. José J. Vázquez-Cognet,https://www.coursera.org/instructor/josevazquez-cognet
Google Data Analytics Professional Certificate | Coursera,Beginner level,Google,https://www.coursera.org/partners/google,4.8,"161,551",professional-certificates,"Tableau Software, Professional Development, Data Analysis, Data Storytelling, Ggplot2, Data Visualization, Data Processing, LinkedIn, Data Validation, Data Literacy, Data Cleansing, Dashboard","Foundations: Data, Data, Everywhere, Ask Questions to Make Data-Driven Decisions, Prepare Data for Exploration, Process Data from Dirty to Clean, Analyze Data to Answer Questions, Share Data Through the Art of Visualization, Data Analysis with R Programming, Google Data Analytics Capstone: Complete a Case Study, Accelerate Your Job Search with AI","https://www.coursera.org/learn/foundations-data?specialization=google-data-analytics, https://www.coursera.org/learn/ask-questions-make-decisions?specialization=google-data-analytics, https://www.coursera.org/learn/data-preparation?specialization=google-data-analytics, https://www.coursera.org/learn/process-data?specialization=google-data-analytics, https://www.coursera.org/learn/analyze-data?specialization=google-data-analytics, https://www.coursera.org/learn/visualize-data?specialization=google-data-analytics, https://www.coursera.org/learn/data-analysis-r?specialization=google-data-analytics, https://www.coursera.org/learn/google-data-analytics-capstone?specialization=google-data-analytics, https://www.coursera.org/learn/accelerate-your-job-search-with-ai?specialization=google-data-analytics",Instructor: Google Career Certificates,https://www.coursera.org/instructor/google-career-certificates
IBM Applied DevOps Engineering Professional Certificate | Coursera,Intermediate level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.8,628,professional-certificates,"OpenShift, Continuous Integration, Gherkin (Scripting Language), Grafana, Jenkins, Serverless Computing, Code Coverage, DevOps, Istio, Application Deployment, Kubernetes, Secure Coding","Introduction to DevOps, Introduction to Agile Development and Scrum, Introduction to Containers w/ Docker, Kubernetes & OpenShift, Application Development using Microservices and Serverless, Introduction to Test and Behavior Driven Development, Continuous Integration and Continuous Delivery (CI/CD), Application Security for Developers and DevOps Professionals, Monitoring and Observability for Development and DevOps, DevOps Capstone Project","https://www.coursera.org/learn/intro-to-devops?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/agile-development-and-scrum?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/applications-development-microservices-serverless-openshift?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/test-and-behavior-driven-development-tdd-bdd?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/continuous-integration-and-continuous-delivery-ci-cd?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/application-security-for-developers-devops?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/monitoring-and-observability-for-development-and-devops?specialization=ibm-applied-devops-engineering, https://www.coursera.org/learn/devops-capstone-project?specialization=ibm-applied-devops-engineering","John Rofrano, Upkar Lidder, Alex Parker, Ramanujam Srinivasan, , , , ","https://www.coursera.org/instructor/johnrofrano, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/~72033787, https://www.coursera.org/instructor/~96619963, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/johnrofrano, https://www.coursera.org/instructor/~72033787, https://www.coursera.org/instructor/~96619963"
Leading a Family Business | Coursera,Advanced level,Tecnológico de Monterrey,https://www.coursera.org/partners/tecdemonterrey,4.5,18,specialization,"Value Propositions, Business Strategy, Business Planning, Talent Management, Strategic Leadership, New Product Development, Corporate Strategy, Leadership and Management, Ideation, Leadership Development, Succession Planning, Business Leadership","Entrepreneurial Mindset, Leadership in the Family Business, Fundamentals of entrepreneurship in the family business","https://www.coursera.org/learn/entrepreneurialmindset?specialization=leading-family-business, https://www.coursera.org/learn/leadership-in-the-family-business?specialization=leading-family-business, https://www.coursera.org/learn/fundamentals-of-entrepreneurship-in-the-family-business?specialization=leading-family-business","Dr. Fernando Sandoval Arzaga, Fernando Andrés Moya Dávila, Luis Antonio Marquez Heine, David S. Xotlanihua-González, , , , ","https://www.coursera.org/instructor/fsandoval, https://www.coursera.org/instructor/~81503231, https://www.coursera.org/instructor/~82425801, https://www.coursera.org/instructor/~82482920, https://www.coursera.org/instructor/fsandoval, https://www.coursera.org/instructor/~81503231, https://www.coursera.org/instructor/~82425801, https://www.coursera.org/instructor/~82482920"
Google UX Design Professional Certificate | Coursera,Beginner level,Google,https://www.coursera.org/partners/google,4.8,"85,336",professional-certificates,"Professional Development, User Centered Design, User Story, User Research, Figma (Design Software), Wireframing, Web Content Accessibility Guidelines, Information Architecture, Usability Testing, User Experience Design, UI/UX Research, Persona (User Experience)","Foundations of User Experience (UX) Design, Start the UX Design Process: Empathize, Define, and Ideate, Build Wireframes and Low-Fidelity Prototypes, Conduct UX Research and Test Early Concepts, Create High-Fidelity Designs and Prototypes in Figma, Build Dynamic User Interfaces (UI) for Websites, Design a User Experience for Social Good & Prepare for Jobs, Accelerate Your Job Search with AI","https://www.coursera.org/learn/foundations-user-experience-design?specialization=google-ux-design, https://www.coursera.org/learn/start-ux-design-process?specialization=google-ux-design, https://www.coursera.org/learn/wireframes-low-fidelity-prototypes?specialization=google-ux-design, https://www.coursera.org/learn/conduct-ux-research?specialization=google-ux-design, https://www.coursera.org/learn/high-fidelity-designs-prototype?specialization=google-ux-design, https://www.coursera.org/learn/responsive-web-design-adobe-xd?specialization=google-ux-design, https://www.coursera.org/learn/ux-design-jobs?specialization=google-ux-design, https://www.coursera.org/learn/accelerate-your-job-search-with-ai?specialization=google-ux-design",Instructor: Google Career Certificates,https://www.coursera.org/instructor/google-career-certificates
Tableau Business Intelligence Analyst Professional Certificate | Coursera,Beginner level,Tableau Learning Partner,https://www.coursera.org/partners/tableau,4.7,928,professional-certificates,"Data Governance, Tableau Software, Stakeholder Analysis, Data Analysis, Data Storytelling, Exploratory Data Analysis, Data Visualization, Requirements Elicitation, Data Warehousing, Extract, Transform, Load, Business Metrics, Data Literacy","Introduction to Business Analytics, Business Analysis Process, Data Ecosystem, Introduction to Tableau, Data Visualization with Tableau, Advanced Data Visualization with Tableau, Data Analysis with Tableau, Communicating Data Insights with Tableau","https://www.coursera.org/learn/introduction-to-business-analytics?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/business-analysis-process?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/data-ecosystem?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/introduction-to-tableau?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/data-visualization-with-tableau-public?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/advanced-data-visualization-with-tableau-public?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/data-analysis-with-tableau-public?specialization=tableau-business-intelligence-analyst, https://www.coursera.org/learn/communicating-data-insights-with-tableau?specialization=tableau-business-intelligence-analyst",Instructor: Tableau Learning Partner Instructor,https://www.coursera.org/instructor/~136272031
Natural Language Processing | Coursera,Intermediate level,DeepLearning.AI,https://www.coursera.org/partners/deeplearning-ai,4.6,"5,818",specialization,"Unstructured Data, PyTorch (Machine Learning Library), Markov Model, Keras (Neural Network Library), Artificial Intelligence, Tensorflow, Natural Language Processing, Deep Learning, Supervised Learning, Linear Algebra, Data Processing, Machine Learning Algorithms","Natural Language Processing with Classification and Vector Spaces, Natural Language Processing with Probabilistic Models, Natural Language Processing with Sequence Models, Natural Language Processing with Attention Models","https://www.coursera.org/learn/classification-vector-spaces-in-nlp?specialization=natural-language-processing, https://www.coursera.org/learn/probabilistic-models-in-nlp?specialization=natural-language-processing, https://www.coursera.org/learn/sequence-models-in-nlp?specialization=natural-language-processing, https://www.coursera.org/learn/attention-models-in-nlp?specialization=natural-language-processing","Eddy Shyu, Łukasz Kaiser, Younes Bensouda Mourri, , , ","https://www.coursera.org/instructor/~170597538, https://www.coursera.org/instructor/lukaszkaiser, https://www.coursera.org/instructor/ymourri, https://www.coursera.org/instructor/~170597538, https://www.coursera.org/instructor/lukaszkaiser, https://www.coursera.org/instructor/ymourri"
UI / UX Design | Coursera,Beginner level,California Institute of the Arts,https://www.coursera.org/partners/calarts,4.7,"7,439",specialization,"User Centered Design, User Research, Wireframing, Graphic and Visual Design, Design Elements And Principles, Information Architecture, UI/UX Strategy, Prototyping, Mockups, User Interface (UI) Design, Adobe XD, User Experience Design","Visual Elements of User Interface Design, UX Design Fundamentals, Web Design: Strategy and Information Architecture, Web Design: Wireframes to Prototypes","https://www.coursera.org/learn/visual-elements-user-interface-design?specialization=ui-ux-design, https://www.coursera.org/learn/ux-design-fundamentals?specialization=ui-ux-design, https://www.coursera.org/learn/web-design-strategy?specialization=ui-ux-design, https://www.coursera.org/learn/web-design-wireframes-prototypes?specialization=ui-ux-design","Michael Worthington, Roman Jaster, , ","https://www.coursera.org/instructor/michael-worthington, https://www.coursera.org/instructor/roman-jaster, https://www.coursera.org/instructor/michael-worthington, https://www.coursera.org/instructor/roman-jaster"
Hadoop and Spark Fundamentals | Coursera,Intermediate level,Pearson,https://www.coursera.org/partners/pearson,,,specialization,"Linux Commands, Analytics, PySpark, Data Pipelines, Apache Hadoop, Apache Hive, Big Data, Data Processing, Linux, Data Mapping, Data Integration, Data Import/Export","Hadoop and Spark Fundamentals: Unit 1, Hadoop and Spark Fundamentals: Unit 2, Hadoop and Spark Fundamentals: Unit 3","https://www.coursera.org/learn/pearson-hadoop-and-spark-fundamentals-livelessons-3rd-edition-1-1jzhl?specialization=pearson-hadoop-and-spark-fundamentals, https://www.coursera.org/learn/pearson-hadoop-and-spark-fundamentals-livelessons-3rd-edition-2-nckbj?specialization=pearson-hadoop-and-spark-fundamentals, https://www.coursera.org/learn/pearson-hadoop-and-spark-fundamentals-livelessons-3rd-edition-3-uiu2l?specialization=pearson-hadoop-and-spark-fundamentals",,
Arizona State University TESOL Professional Certificate | Coursera,Beginner level,Arizona State University,https://www.coursera.org/partners/asu,4.9,"7,747",professional-certificates,"Learning Styles, Enthusiasm, Language Learning, Learning Theory, Language Competency, Oral Expression, Oral Comprehension, Design Elements And Principles, Literacy, Instructional Strategies, English Language, Technology Strategies","Teach English Now! Foundational Principles, Teach English Now! Theories of Second Language Acquisition, Teach English Now! Lesson Design and Assessment, Teach English Now! Capstone Project 1, Teach English Now! Second Language Reading, Writing, and Grammar, Teach English Now! Second Language Listening, Speaking, and Pronunciation, Teach English Now! Technology Enriched Teaching, Teach English Now! Capstone Project 2","https://www.coursera.org/learn/english-principles?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/language-theories?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/lesson-design?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/teaching-english-capstone?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/tesol-writing?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/tesol-speaking?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/tesol-technology?specialization=arizona-state-university-tesol, https://www.coursera.org/learn/teaching-english-capstone-2?specialization=arizona-state-university-tesol","Dr. Shane Dixon, Dr. Justin Shewell, Emilia Gracia, Andrea Mürau Haraway, Jessica Cinco, , , , , ","https://www.coursera.org/instructor/~13254193, https://www.coursera.org/instructor/~13625507, https://www.coursera.org/instructor/~13728543, https://www.coursera.org/instructor/~14184517, https://www.coursera.org/instructor/jessicacinco, https://www.coursera.org/instructor/~13254193, https://www.coursera.org/instructor/~13625507, https://www.coursera.org/instructor/~13728543, https://www.coursera.org/instructor/~14184517, https://www.coursera.org/instructor/jessicacinco"
Mathematics for Engineers | Coursera,Beginner level,The Hong Kong University of Science and Technology,https://www.coursera.org/partners/hkust,4.9,933,specialization,"Mathematical Modeling, Engineering Analysis, Finite Element Methods, Differential Equations, Geometry, Integral Calculus, Simulation and Simulation Software, Engineering, Numerical Analysis, Applied Mathematics, Linear Algebra, Engineering Calculations","Matrix Algebra for Engineers, Differential Equations for Engineers, Vector Calculus for Engineers, Numerical Methods for Engineers, Mathematics for Engineers: The Capstone Course","https://www.coursera.org/learn/matrix-algebra-engineers?specialization=mathematics-engineers, https://www.coursera.org/learn/differential-equations-engineers?specialization=mathematics-engineers, https://www.coursera.org/learn/vector-calculus-engineers?specialization=mathematics-engineers, https://www.coursera.org/learn/numerical-methods-engineers?specialization=mathematics-engineers, https://www.coursera.org/learn/mathematics-engineers-capstone?specialization=mathematics-engineers",Instructor: Jeffrey R. Chasnov,https://www.coursera.org/instructor/jeffchasnov
Statistical Analysis with R for Public Health | Coursera,Beginner level,Imperial College London,https://www.coursera.org/partners/imperial,4.7,"1,786",specialization,"Regression Analysis, R (Software), Biostatistics, Data Analysis, Exploratory Data Analysis, Statistics, Correlation Analysis, Statistical Inference, Public Health, Analytical Skills, Data Literacy, Descriptive Statistics","Introduction to Statistics & Data Analysis in Public Health, Linear Regression in R for Public Health, Logistic Regression in R for Public Health, Survival Analysis in R for Public Health","https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health?specialization=statistical-analysis-r-public-health, https://www.coursera.org/learn/linear-regression-r-public-health?specialization=statistical-analysis-r-public-health, https://www.coursera.org/learn/logistic-regression-r-public-health?specialization=statistical-analysis-r-public-health, https://www.coursera.org/learn/survival-analysis-r-public-health?specialization=statistical-analysis-r-public-health","Victoria Cornelius, Alex Bottle, , ","https://www.coursera.org/instructor/vcornelius, https://www.coursera.org/instructor/alexbottle, https://www.coursera.org/instructor/vcornelius, https://www.coursera.org/instructor/alexbottle"
Airport Infrastructure Development | Coursera,Intermediate level,L&T EduTech,https://www.coursera.org/partners/lntedutech,,,specialization,"Maintenance, Repair, and Facility Services, Construction, Transportation Operations, Civil Engineering, Landscape Architecture, Building Design, Architecture and Construction, Building Services Engineering, Sustainable Development, Facility Management, Construction Engineering, Architectural Design","Airside Facility Planning, Landside Facility Planning, Airport Construction","https://www.coursera.org/learn/airside-facility-planning?specialization=airport-infrastructure-development, https://www.coursera.org/learn/landside-facility-planning?specialization=airport-infrastructure-development, https://www.coursera.org/learn/airport-construction?specialization=airport-infrastructure-development",Instructor: Subject Matter Expert,https://www.coursera.org/instructor/~113266557
Foundations of Management Consulting: Strategies & Tools | Coursera,Beginner level,Board Infinity,https://www.coursera.org/partners/board-infinity,4.8,9,specialization,"Complex Problem Solving, Market Dynamics, Business Solutions, Business Planning, Case Studies, Advertising, Market Analysis, Selling Techniques, Economics, Product Strategy, Business, Marketing","Fundamentals of Business Management, Fundamentals of Management Consulting, Case-Based Frameworks for Mastering Management Consulting","https://www.coursera.org/learn/fundamentals-of-business-management?specialization=foundations-of-management-consulting, https://www.coursera.org/learn/fundamentals-of-management-consulting?specialization=foundations-of-management-consulting, https://www.coursera.org/learn/case-based-frameworks-for-mastering-management-consulting?specialization=foundations-of-management-consulting",Instructor: Board Infinity,https://www.coursera.org/instructor/board-infinity
Google IT Support Professional Certificate | Coursera,Beginner level,Google,https://www.coursera.org/partners/google,4.8,"189,099",professional-certificates,"Cloud Management, Professional Development, Operating System Administration, Computer Security, TCP/IP, IT Infrastructure, Systems Administration, Computer Hardware, Lightweight Directory Access Protocols, IT Security Architecture, Network Troubleshooting, Software Installation","Technical Support Fundamentals, The Bits and Bytes of Computer Networking, Operating Systems and You: Becoming a Power User, System Administration and IT Infrastructure Services, IT Security: Defense against the digital dark arts, Accelerate Your Job Search with AI","https://www.coursera.org/learn/technical-support-fundamentals?specialization=google-it-support, https://www.coursera.org/learn/computer-networking?specialization=google-it-support, https://www.coursera.org/learn/os-power-user?specialization=google-it-support, https://www.coursera.org/learn/system-administration-it-infrastructure-services?specialization=google-it-support, https://www.coursera.org/learn/it-security?specialization=google-it-support, https://www.coursera.org/learn/accelerate-your-job-search-with-ai?specialization=google-it-support",", , , ","https://www.coursera.org/degrees/bach-information-technology-illinois-tech, https://www.coursera.org/degrees/mas-information-technology-illinois-tech, https://www.coursera.org/degrees/unt-online-bachelor-completion, https://www.coursera.org/degrees/bachelor-of-science-computer-science-london"
